from_COW,From,to_COW,sentiment,text,decision,id,to,theme,notes,year,action,institutions
433,Senegal,540,4,"87.146 To continue the implementation of strategies for ensuring the achievement of Millennium Development Goals, in particular with respect to promoting health, combating HIV/AIDS, increasing the vaccination of the population through the expanded vaccination programme, and reducing the illiteracy rate (Senegal);",consider,5470,angola,"['education', 'hiv', 'health', 'poverty']",,2010,"['continue', 'implement']",[]
530,Ethiopia,540,4,"87.155 To take further measures aimed at consolidating its achievements with regard to expanding education to disadvantaged areas, by according special attention to the rights of girls, especially in nomadic communities (Ethiopia);",consider,5479,angola,"['education', 'children', 'women']",,2010,['take-measures'],[]
437,Cote d'Ivoire,540,4,"87.156 To step up the implementation of programmes aimed at reducing illiteracy, as part of the achievement of the Millennium Development Goals (Cote d'Ivoire);",consider,5480,angola,"['education', 'poverty']",,2010,['implement'],[]
760,Bhutan,370,4,97.26. Continue its good practices such as compensation for victims of human trafficking and the establishment of institutions such as the international training centre on human trafficking and migration (Bhutan);,support,5695,belarus,"['migrants', 'trafficking']",,2010,"['continue', 'establish']",[]
705,Kazakhstan,370,4,97.27..1 continue efforts and share best practices on combating human trafficking both nationally and internationally by closely cooperating with concerned parties (Kazakhstan);,support,5701,belarus,['trafficking'],,2010,"['continue', 'cooperate']",[]
771,Bangladesh,370,4,97.27..3 share its best practices in the area of combating trafficking in women and children with other countries in contemporary situation (Bangladesh);,support,5703,belarus,"['children', 'women', 'trafficking']",,2010,[],[]
731,North Korea,370,4,"97.34..1 continue its positive efforts aimed at raising the status of women in the society, protecting maternity and supporting the family (Democratic People's South Korea);",support,5714,belarus,['women'],,2010,['continue'],[]
702,Tajikistan,370,4,97.38..1 continue the efforts to promote interreligious dialogue and share its experience and good practices with other countries (Tajikistan);,support,5719,belarus,['religion'],,2010,['continue'],[]
651,Egypt,370,4,97.53. Share its experiences in relation to the achievement of the development goals set out in the Millennium Declaration (Egypt);,support,5742,belarus,['poverty'],,2010,[],[]
812,Laos,370,4,"97.54. Continue to carry out reforms in the country in order to fully ensure the protection of human rights and the rule of law in the country, and continue to exchange best practices on combating human trafficking, advancement of women and protection of the rights of the child and family with all United Nations member countries (Lao People's Democratic Republic);",support,5744,belarus,"['children', 'governance', 'women', 'trafficking']",,2010,['continue'],['un']
780,Sri Lanka,760,4,"101.12 Consider, as appropriate, learning and adopting, in accordance with national conditions, the best practices of other developing countries on the functioning of the oversight mechanisms (Sri Lanka);",consider,5854,bhutan,[],,2010,[],[]
840,Philippines,760,4,101.83 Share its experiences and best practices internationally on the concept of Gross National Happiness (Philippines);,consider,5954,bhutan,[],,2010,[],[]
760,Bhutan,835,4,89.27 Continue to carry out its excellent effort to ensure nine years' compulsory education for all children from the age of six (Bhutan);,support,6142,Brunei,"['education', 'children']",,2010,['continue'],[]
811,Cambodia,835,4,"89.29 Share its experience with other developing countries with respect to its achievements, especially in welfare, education and health sectors (Cambodia);",support,6144,Brunei,"['education', 'health']",,2010,[],[]
816,Vietnam,835,4,89.29.1 share its experience on achievements in areas such as education and health care (Viet Nam);,support,6145,Brunei,"['education', 'health']",,2010,[],[]
760,Bhutan,835,4,89.29.2 consider sharing best practices from its health-care system through relevant United Nations agencies (Bhutan);,support,6146,Brunei,['health'],,2010,[],['un']
630,Iran,835,4,89.30 Share with other Member States its experiences and best practices in achieving almost all targets of the Millennium Development Goals and eradicating extreme poverty (Islamic Republic of Iran);,support,6147,Brunei,['poverty'],,2010,[],[]
373,Azerbaijan,835,4,89.31 Share its positive experience and best practices with other countries regarding the high level of ethnic and religious tolerance in Brunei Darussalam (Azerbaijan);,support,6148,Brunei,"['religion', 'ethnic']",,2010,[],[]
200,United Kingdom,811,4,"82.100 develop an effective, transparent and fair resettlement policy and process that is based on national consultations and international best practice and suspend all planned resettlements until this framework is in place (United Kingdom);",consider,6345,cambodia,['domest-movement'],,2010,[],[]
205,Ireland,811,4,"82.111 Ensure transparent management of oil, gas and mineral revenues to meet the social and economic rights of people living in Cambodia by adopting international best practice, in particular implementation of the Extractive Industries Transparency Initiative (Ireland);",consider,6357,cambodia,['poverty'],,2010,['implement'],[]
40,Cuba,811,4,"82.132 continue its positive efforts in fighting poverty, with the assistance of international community, in particular the more developed countries, which should redouble cooperation with this small developing country (Cuba);",consider,6379,cambodia,['poverty'],,2010,"['continue', 'cooperate', 'assistance']",['int-community']
433,Senegal,437,4,99.108 Call upon the international community to provide substantial technical assistance to Cote d'Ivoire in order to expand the already outstanding achievements made in human rights promotion (Senegal). );,support,6597,Cote d'Ivoire,[],,2010,['assistance'],['int-community']
349,Slovenia,437,4,101.36 Take all necessary measures towards the achievement of the objective of universal primary education for all by 2015 (Slovenia);,consider,6633,Cote d'Ivoire,['education'],,2010,['take-measures'],[]
900,Australia,352,4,87.37 Take every possible action to speed up exhumation processes to enable the Committee on Missing Persons to continue its excellent work (Australia);,consider,6681,cyprus,[],,2010,['continue'],[]
40,Cuba,54,4,70.25 Continue strengthening the positive efforts already under way to promote gender equality. (Cuba);,support,7085,dominica,"['discrimination', 'women']",,2010,['continue'],[]
670,Saudi Arabia,651,4,95.66 Continue the efforts and successes achieved by the national institutions in undertaking awareness raising campaigns to spread a culture of human rights (Saudi Arabia);,support,7346,egypt,[],,2010,['continue'],[]
812,Laos,651,4,95.78 Share experience and good practices with other countries in areas of development and protection of human rights (Lao People's Democratic Republic);,support,7358,egypt,[],,2010,[],[]
40,Cuba,531,4,79.109 Continue and enhance the ongoing positive efforts aimed at increasing the quality and accessibility of health services for all its citizens (Cuba);,consider,7765,eritrea,['health'],,2010,['continue'],[]
225,Switzerland,531,4,79.126 Request technical assistance from the international community in order to identify useful and good practices for the realization of economic and social rights (Switzerland);,consider,7782,eritrea,[],,2010,['assistance'],['int-community']
40,Cuba,530,4,"97.79 Continue the positive efforts to improve access to health for all its citizens, including through cooperation and strengthened international financial assistance (Cuba);",support,7866,ethiopia,['health'],,2010,"['continue', 'cooperate', 'assistance']",[]
615,Algeria,530,4,"97.81 Seek to strengthen achievements in realizing the right to education, in particular with respect to free primary education and its obligation towards girls and boys (Algeria);",support,7868,ethiopia,"['education', 'children', 'women']",,2010,[],[]
40,Cuba,55,4,71.87. Strengthen ongoing programmes aimed at the achievement of universal secondary education (Cuba);,consider,8345,grenada,['education'],,2010,[],[]
436,Niger,438,4,71.14. Pursue with resolution the positive efforts aimed at restoring a normal constitutional life by emphasizing the democratic foundation and respect for human rights (Niger);,support,8482,guinea,['self-determ'],,2010,[],[]
820,Malaysia,630,4,"90.83 Explore the possibility of undertaking a comprehensive study on the positive implications of the implementation of a legal system based on civil and Islamic law, and share its experiences and best practices in that regard (Malaysia);",implemented,8768,iran,[],,2010,['implement'],[]
770,Pakistan,630,4,"90.85 Share its experience and best practices with other interested countries, regarding the protection and consolidation of the rights of persons with disabilities (Pakistan);",implemented,8770,iran,['disabilities'],,2010,[],[]
371,Armenia,630,4,90.95 Share with regional and other interested countries its good practices regarding the protection of the cultural heritage of members of traditional minorities (Armenia);,implemented,8780,iran,['ethnic'],,2010,[],[]
702,Tajikistan,630,4,"90.100 Share with other developing countries its experiences and best practices in guaranteeing the right to food and combating poverty, in particular in the area of microcredit (Tajikistan);",implemented,8785,iran,"['food', 'poverty']",,2010,[],[]
840,Philippines,325,4,"84.30.1 to continue its good practices in human rights education, and enhance programmes on human rights education for the general public and public officials aimed at combating racism, discrimination and xenophobia (Philippines);",consider,9135,italy,"['race', 'education', 'discrimination', 'ethnic']",,2010,['continue'],[]
690,Kuwait,705,4,95.70 To continue its achievements in the area of freedom of religion (Kuwait);,implemented,9326,kazakhstan,['religion'],,2010,['continue'],[]
840,Philippines,705,4,"95.74 To continue its advocacy for interfaith dialogue, and to share its best practices and experiences with other countries (Philippines);",implemented,9330,kazakhstan,[],,2010,['continue'],[]
812,Laos,705,4,95.98 To share experiences and good practices with other countries in the areas of development and the protection of human rights (Lao People's Democratic Republic);,support,9354,kazakhstan,[],,2010,[],[]
373,Azerbaijan,705,4,95.100 To share its positive experiences and best practices with other countries regarding the high level of ethnic and religious tolerance (Azerbaijan);,support,9356,kazakhstan,"['religion', 'ethnic']",,2010,[],[]
600,Morocco,705,4,"95.102 To share its experience regarding its innovative independent national mechanism for the prevention of torture, whose establishment could serve as an example of best practices in the fight against torture (Morocco). );",support,9358,kazakhstan,['torture'],,2010,['establish'],[]
540,Angola,501,4,"101.12. Continue to implement the core elements of the Children's Act, which is a great step forwards in the achievement of the Millennium Development Goals (Angola);",support,9370,kenya,"['children', 'poverty']",,2010,"['continue', 'implement']",[]
645,Iraq,690,4,79.19. Establish a national human rights institution to complete and complement the excellent national efforts made so far (Iraq);,support,9671,kuwait,[],,2010,['establish'],[]
812,Laos,690,4,79.25. Continue to cooperate with the United Nations and other international organizations to strengthen human rights and exchange its best practices with other United Nations member countries (Lao People's Democratic Republic);,support,9677,kuwait,[],,2010,"['continue', 'cooperate']",['un']
371,Armenia,690,4,79.84. Promote further good practices of social protection and the realization of the right to education through cooperation and experience-sharing with relevant international organizations and countries advanced in the education sphere (Armenia);,support,9737,kuwait,['education'],,2010,['cooperate'],[]
670,Saudi Arabia,690,4,"79.87. Continue the efforts and successes achieved by Government institutions in raising human rights awareness among its civil servants, and enhance the level of judicial and legal training studies within the framework of international treaties (Saudi Arabia);",support,9740,kuwait,['judiciary'],,2010,['continue'],['core']
760,Bhutan,690,4,79.104. Consider sharing its experience and best practices in its efforts to strengthen the human rights values in the society through relevant United Nations mechanisms (Bhutan);,support,9757,kuwait,[],,2010,[],['un']
812,Laos,703,4,76.125. Share experience and good practices with others (Lao People's Democratic Republic);,support,9894,kyrgysztan,[],,2010,[],[]
812,Laos,580,4,72.64 To share experiences and good practices with other countries in the areas of development and the protection of human rights (Lao People's Democratic Republic);,support,10279,madagascar,[],,2010,[],[]
630,Iran,93,4,"90.61 While taking into account the achievements of literacy campaign, allocate more resources to education in the national budget and ensure equal access to all levels of education, in particular for the most vulnerable groups (Islamic Republic of Iran);",implement,10366,nicaragua,"['education', 'discrimination']",,2010,[],[]
210,Netherlands,235,4,102.16 Evaluate measures taken with regard to the action plan concerning combating human trafficking and share its experiences and best practices with the international community (Netherlands);,implemented,10513,portugal,['trafficking'],,2010,[],['int-community']
835,Brunei,694,4,83.41 To share its best practices in terms of promoting education for children with disabilities (Brunei Darussalam);,support,10578,qatar,"['education', 'children', 'disabilities']",,2010,[],[]
696,United Arab Emirates,694,4,83.61 To continue its achievements in the field of human rights as an encouragement factor for the promotion and protection of human rights (United Arab Emirates);,support,10598,qatar,[],,2010,['continue'],[]
235,Portugal,230,4,84.51. Continue and intensify the use of best practices in the area of human rights with regard to Spain's migration policies (Portugal);,support,10869,spain,['migrants'],,2010,['continue'],[]
200,United Kingdom,380,4,"95.87. Share national best practice and policies on ensuring non.discrimination, including proposals such as to include sexual orientation in the Constitution, with States and relevant international organizations (United Kingdom);",support,11105,sweden,"['discrimination', 'lgbt']",,2010,[],[]
130,Ecuador,58,4,"67.10. Continue with the implementation of policies and good practices that contribute to improving the living conditions of people with disabilities, children and the elderly (Ecuador);",support,11334,Antigua and Barbuda,"['elderly', 'children', 'disabilities']",,2011,"['continue', 'implement']",[]
666,Israel,58,4,69.22. Build upon the ad hoc national procedure to process asylum claims as a good practice and develop it further (Israel). );,reject,11413,Antigua and Barbuda,['migrants'],,2011,[],[]
812,Laos,900,4,"86.142. Actively continue to implement the best practice and policy for the promotion and protection of the rights and living conditions, and to narrow the gap in living standards in favour of the vulnerable groups in the country (Lao People's Democratic Republic);",consider,11569,australia,['poverty'],,2011,"['continue', 'implement']",[]
350,Greece,355,4,"80.16. Continue efforts to further improve the already existing solid institutional framework regarding the protection of human rights and fundamental freedoms, and share best practices in this field (Greece);",consider,11937,bulgaria,[],,2011,['continue'],[]
40,Cuba,344,4,97.24. Continue its positive efforts with a view to promoting equality and non.discrimination against different national minorities living together in the country (Cuba);,implemented,12071,croatia,"['discrimination', 'ethnic']",,2011,['continue'],[]
40,Cuba,344,4,"97.66. Pursue its ongoing positive efforts to promote and protect the rights of children in the area of access to health and education, as well as to ensure the empowerment of women (Cuba);",implemented,12118,croatia,"['education', 'children', 'health', 'women']",,2011,[],[]
571,Botswana,350,4,"83.43. Build upon its achievement in the area of human rights education and training, particularly for public officials, to strengthen the fight against alleged police violence (Botswana);",support,12634,greece,"['education', 'police']",,2011,[],[]
630,Iran,395,4,"62 17. Combat poverty and social exclusion, particularly of the disadvantaged and marginalized groups, with the adoption of clear indicators to assess progress achieved (Iran);",implemented,13055,iceland,['poverty'],,2011,[],[]
359,Moldova,395,4,"63 28. Put in place temporary special measures to encourage acceleration of the achievement of substantive equality between women and men, particularly within the private employment sector (Republic of Moldova);",consider,13084,iceland,"['discrimination', 'labor', 'women', 'women-economic']",,2011,[],[]
95,Panama,51,4,100.13. Consider the establishment of a national human rights institution based on the good practices of other countries (Panama);,consider,13361,jamaica,[],,2011,['establish'],[]
630,Iran,660,4,"80.19. Strengthen its efforts to deal with human trafficking offences through studying international best practice and developing domestic legislation in conformity with international standards, establishing as appropriate institutions and agencies and strengthening cooperation with international organizations and bodies (Iran);",support,13548,lebanon,['trafficking'],,2011,"['cooperate', 'establish']",[]
101,Venezuela,660,4,"81.12..1 Continue consolidating social programs and measures adopted to date, that are key in fighting poverty and social exclusion, with actions that increase the provision of social services, giving priority to the most deprived sectors of society, to advance in the achievement of the highest attainable level of wellbeing for its people (Venezuela);",implemented,13586,lebanon,['poverty'],,2011,['continue'],[]
679,Yemen,660,4,81.19. Improve the quality of public education in order to preserve the excellent standards which have prevailed in Lebanon for decades at the different levels of education (Yemen);,implemented,13594,lebanon,['education'],,2011,[],[]
540,Angola,450,4,"77.53. (Aware of the socio-cultural and economic factors which tend to limit the participation of women in all sectors of a country's life, Angola congratulated Liberia on having elected a female President and for having taken measures to increase women's participation. Noting this success Angola recommended that Liberia continue and strengthen the measures adopted.) Continue and strengthen measures adopted to increase the participation of and progress achieved by women in all sectors of the life of the country/political life (Angola);",support,13721,liberia,"['women', 'women-economic', 'women-political']",,2011,['continue'],[]
651,Egypt,450,4,"77.61. Pay particular attention to efforts aimed at reducing maternal mortality, including through international assistance and seeking good practices (Egypt);",support,13729,liberia,"['health', 'women']",,2011,['assistance'],[]
40,Cuba,620,4,93.10. Continue its positive efforts to increase the culture of the human rights of the Libyan people (Cuba);,support,13815,libya,[],,2011,['continue'],[]
710,China,368,4,89.28. Continue its positive efforts to promote gender equality and protect women's rights in areas such as employment (China);,implemented,13972,lithuania,"['discrimination', 'labor', 'women', 'women-economic']",,2011,['continue'],[]
600,Morocco,781,4,"100.71. Consolidate the achievements made, particularly through gender mainstreaming in all fields; grant autonomy to women; and face challenges arising in this regard, particularly the fight against violence against women (Morocco);",consider,14224,maldives,"['sex-violence', 'women']",,2011,[],[]
220,France,435,4,90.18. Make further efforts to address discrimination against women with a view to eliminating obstacles to the achievement of gender equality (France);,support,14355,mauritania,"['discrimination', 'women']",,2011,[],[]
850,Indonesia,435,4,"91.24. Request the international community to support its efforts with regard to its institutional and policy reforms in the field of national unity and social cohesion, gender equality and the protection of children's rights, by sharing best practices and by providing capacity-building and technical assistance as required (Indonesia). );",implemented,14425,mauritania,"['children', 'discrimination', 'women']",,2011,['assistance'],['int-community']
812,Laos,790,4,106.15. Share experiences and good practices with other countries in areas of development and protection of human rights (Lao People's Democratic Republic);,support,15413,nepal,[],,2011,[],[]
816,Vietnam,790,4,"106.16. Consolidate all positive realizations achieved during the period of political transformation, especially in the human rights field (Viet Nam);",support,15414,nepal,[],,2011,[],[]
850,Indonesia,436,4,"76.3 In light of the current lack of normative legislation to support the consistent development and implementation of the country's human rights programme, continue to call for technical assistance and advice on best practices from the international community (Indonesia);",support,15580,niger,[],,2011,"['continue', 'implement', 'assistance']",['int-community']
630,Iran,698,4,"89.50. Strengthen its efforts to prevent and combat human trafficking offences through studying international best practices, developing domestic legislation in conformity with international standards, establishing institutions and agencies and strengthening cooperation with relevant international organizations and bodies (Islamic Republic of Iran);",support,15739,oman,['trafficking'],,2011,"['cooperate', 'establish']",[]
255,Germany,698,4,89.71. Exchange information with other countries with regard to best practice in protection of foreign workers (Germany);,support,15760,oman,['labor'],,2011,[],[]
694,Qatar,698,4,89.94. Share best practices in promoting the education of children with disabilities (Qatar);,support,15783,oman,"['education', 'children', 'disabilities']",,2011,[],[]
670,Saudi Arabia,698,4,89.95. Share with other States its expertise and achievements in the management of institutions providing special needs education (Saudi Arabia);,support,15784,oman,['education'],,2011,[],[]
40,Cuba,986,4,61.51. Continue to implement programs and measures to move forward in the achievement of the MDGs between now and 2015 (Cuba);,implemented,15911,palau,[],,2011,"['continue', 'implement']",[]
811,Cambodia,517,4,"77.14..1 further address the agenda of social economic development, focusing especially on the poverty reduction program with the active support of the international community, in order to contribute further to achievements of human rights (Cambodia);",support,16354,rwanda,['poverty'],,2011,['assistance'],['int-community']
436,Niger,517,4,"77.15. Continue to consolidate the progress already achieved in the area of improving living conditions, and strengthen human rights protection (Niger);",support,16355,rwanda,[],,2011,['continue'],[]
850,Indonesia,517,4,78.13. Ensure that the good practice of the high rate of female parliamentary representation is materialized through enhanced women's participation in decision-making in the country (Indonesia);,implemented,16386,rwanda,"['women', 'women-political']",,2011,[],[]
40,Cuba,830,4,94.3. Continue applying programmes and measures aimed at ensuring universal access of its population to its excellent educational and health services and maintain the highest possible quality of these services (Cuba);,support,17340,singapore,"['education', 'health']",,2011,['continue'],[]
615,Algeria,830,4,"94.22. Continue efforts to promote and protect human rights while preserving the institution of the family in all its components and preserving religious tolerance, prioritize the maintenance of racial and religious harmony through delicate management of relations between the different races and religions and share best practices with other countries regarding the promotion of racial and religious tolerance (Algeria);",support,17366,singapore,"['race', 'religion']",,2011,['continue'],[]
790,Nepal,830,4,"94.26. Continue to work to strengthen national human rights institutions, while consolidating the achievements in human rights (Nepal);",support,17372,singapore,[],,2011,['continue'],[]
552,Zimbabwe,830,4,95.6. Share positive experiences and best practices with other countries regarding racial and religious tolerance (Zimbabwe);,implemented,17389,singapore,"['race', 'religion']",,2011,[],[]
696,United Arab Emirates,830,4,"95.9..1 intensify efforts to enhance women's participation in the decision-making process in both public and private sectors, in accordance with the progress achieved in the field of education of women (United Arab Emirates);",implemented,17393,singapore,"['education', 'women', 'women-political']",,2011,[],[]
812,Laos,830,4,95.17. Share experience and good practices with all other countries in the areas of development and protection of human rights (Lao People's Democratic Republic). );,implemented,17402,singapore,[],,2011,[],[]
840,Philippines,940,4,81.24. Build on its achievements and national policies to further promote the rights of women (Philippines);,consider,17475,Solomon Islands,['women'],,2011,[],[]
522,Djibouti,625,4,84.1. Make every effort to preserve the climate of peace achieved by the Comprehensive Peace Agreement during the six years of transition (Djibouti);,unknown,17834,sudan,[],,2011,[],[]
522,Djibouti,625,4,"84.28. In light of exceptional circumstances, appeal to the international community for its consent to cancelling Sudan's debt, which would constitute remarkable progress towards achievement of the Millennium Development Goals, ensure conditions of an equitable economic development and have a positive impact on the enjoyment of human rights for millions of Sudanese (Djibouti);",unknown,17861,sudan,['poverty'],,2011,[],['int-community']
552,Zimbabwe,572,4,76.50. Continue to invest more in rural development projects through best practices such as micro credit financing (Zimbabwe);,support,18009,swaziland,[],,2011,['continue'],[]
145,Bolivia,652,4,"100.50. Continue to strengthen the achievements of health indicators, particularly related to child and maternal health, through the improvement of public health services (Bolivia);",support,18148,syria,"['children', 'health', 'women']",,2011,['continue'],[]
101,Venezuela,652,4,100.54. Continue improving the quality of public education with the aim of maintaining the excellent level of education by which the different stages of education have been characterized (Venezuela);,support,18152,syria,['education'],,2011,['continue'],[]
130,Ecuador,652,4,100.55. Continue with its policy and its good practice to provide assistance and protect the rights of the many Palestinian refugees in the country (Ecuador);,support,18153,syria,['migrants'],,2011,['continue'],[]
790,Nepal,510,4,85.10. Continue institutionalizing the achievements in human rights and work to strengthen national human rights mechanisms and democratic institutions (Nepal);,support,18433,tanzania,['self-determ'],,2011,['continue'],[]
698,Oman,800,4,"88.10. Call on the international community to support Thailand's request to benefit from technical assistance and the sharing of best practices, in order to enhance the capacity of Government agencies to effectively enforce laws relating to human rights and to improve the structure of law enforcement agencies to be conducive to a rights-based working culture (Oman);",support,18586,thailand,['police'],,2011,['assistance'],['int-community']
694,Qatar,800,4,88.55. Strengthen efforts to find a solution to the unrest in the southern border areas and ensure that justice is achieved for all sides (Qatar);,support,18631,thailand,[],,2011,[],[]
40,Cuba,800,4,"88.85. Continue its on-going positive efforts for the promotion and protection of economic, social and cultural rights, and especially the priority given to health and education (Cuba);",support,18661,thailand,"['culture', 'education', 'health']",,2011,['continue'],[]
475,Nigeria,52,4,86.15. Continue to build on its laudable achievements in promoting and protecting the fundamental freedoms and human rights of the good people of Trinidad and Tobago (Nigeria). );,support,19092,Trinidad and Tobago,[],,2011,['continue'],[]
517,Rwanda,500,4,111.106. Consider sharing with other countries in need its best practices on promotion and protection of human rights (Rwanda);,support,19295,uganda,[],,2011,[],[]
40,Cuba,101,4,"94.74. Share, through international cooperation, its successful experiences in programs and projects of social benefit (Cuba);",implemented,19697,venezuela,[],,2011,['cooperate'],[]
101,Venezuela,615,4,129.73 Continue to promote its excellent education policy in order to eradicate school drop-out during mandatory basic education (Venezuela (Bolivarian Republic of));,consider,19969,algeria,['education'],,2012,['continue'],[]
20,Canada,160,4,99.78. Implement legislative measures regarding access to information and establish mechanisms to facilitate public access in line with best practices (Canada);,consider,20100,argentina,[],,2012,"['implement', 'establish']",[]
101,Venezuela,160,4,99.86. Disseminate its best practices to reduce poverty and combat social exclusion (Venezuela (Bolivarian republic of));,consider,20108,argentina,['poverty'],,2012,[],[]
696,United Arab Emirates,692,4,115.52. Pursuing policies and programs in the education of citizenship and human rights as best practices (United Arab Emirates);,consider,20192,bahrain,['education'],,2012,[],[]
667,Palestine,692,4,"115.56. Operationalize the fund establishment for compensation of victims of the unfortunate events recently faced Bahrain, in accordance with relevant best practices (Palestine);",consider,20196,bahrain,[],,2012,['establish'],[]
690,Kuwait,692,4,115.113. Develop procedures for accountability and compensation in place in accordance with best practices and related international standards (Kuwait);,consider,20253,bahrain,['impunity'],,2012,[],[]
435,Mauritania,692,4,"115.123. Adopt standards on trials in criminal cases and also to guarantee the rights of detainees and prisoners, in keeping with best practices and relevant international standards. (Mauritania);",consider,20263,bahrain,['prisoners'],,2012,[],[]
651,Egypt,434,4,108.3 Maintain its positive efforts in the current process of reviewing its national laws with a view to bringing them in line with its international human rights obligations (Egypt);,support,20320,benin,[],,2012,[],[]
90,Guatemala,140,4,119.29. Share with other countries good practices and achieved developments (Guatemala);,consider,20474,brazil,[],,2012,[],[]
660,Lebanon,140,4,119.30. Share its best practices within poverty reduction and the promotion of social equality at the bilateral and multilateral level (Lebanon);,consider,20475,brazil,"['discrimination', 'poverty']",,2012,[],[]
310,Hungary,140,4,119.42. Inform the Council about results achieved and lessons learnt in their mid-term UPR Report on the Living Without Limits plan (Hungary);,consider,20487,brazil,[],,2012,['report'],['HRC']
651,Egypt,130,4,135.2. Maintain its positive efforts in the current process of reviewing its national laws with a view to bringing them in line with its international human rights obligations (Egypt);,implemented,20785,ecuador,[],,2012,[],[]
310,Hungary,375,4,"89.41. Share its best practices acquired in fighting internet spread racism, including the results of the lasts measures that is the ratification of relevant instruments, modification of the Criminal Code, police monitoring of the internet (Hungary);",support,20962,finland,"['race', 'police']",,2012,['ratify'],[]
155,Chile,481,4,"101.24 Better disseminate good practices, namely to disseminate the broad implementation of human rights public policies based on the collaboration between the State and civil society (Chile);",support,21025,gabon,['civil-so'],,2012,['implement'],[]
